date,gross_notional,net_exposure,open_legs,daily_pnl,daily_trade_flow,cum_pnl
2017-05-19,39140.000396728516,37921.999603271484,30,-391.00039672851585,13089.000396728516,-4884.001714706432
2017-05-22,43724.0,43724.0,28,1106.9999999999993,4085.9999999999995,-3777.0017147064327
2017-05-23,44876.0,44876.0,30,-197.9999999999999,1350.0,-3975.0017147064327
2017-05-24,46204.0,46204.0,30,1328.0000000000011,0.0,-2647.001714706432
2017-05-25,53208.0,50748.0,34,2693.9999999999995,4310.0,46.99828529356773
2017-05-26,53546.0,51086.0,34,337.99999999999994,0.0,384.9982852935677
2017-05-30,54808.0,52508.0,34,1422.000000000001,0.0,1806.9982852935686
2017-05-31,53515.0,51075.0,34,-1433.0000000000011,3045.0,373.9982852935675
2017-06-01,50224.0,47664.0,32,-366.0000000000001,0.0,7.998285293567392
2017-06-02,52653.999114990234,49748.000885009766,32,2084.0008850097665,1452.9991149902344,2091.999170303334
2017-06-05,53016.0,53016.0,30,1814.9999999999982,0.0,3906.999170303332
2017-06-06,51584.0,51584.0,30,-1431.9999999999989,0.0,2474.999170303333
2017-06-07,53203.0,53203.0,30,1619.0,0.0,4093.999170303333
2017-06-08,56557.0,56557.0,30,3354.0,0.0,7447.999170303333
2017-06-09,48190.0,48190.0,30,-8367.0,0.0,-919.0008296966671
2017-06-12,47338.0,47338.0,30,-852.000000000001,0.0,-1771.000829696668
2017-06-13,51477.0,50007.0,34,1754.0000000000018,2385.0,-17.000829696666187
2017-06-14,51808.0,49906.0,38,-268.00000000000125,557.0,-285.00082969666744
2017-06-15,50373.0,48429.0,38,-1476.9999999999984,0.0,-1762.0008296966657
2017-06-16,50079.0,48271.0,38,-158.0000000000001,0.0,-1920.0008296966657
2017-06-19,53821.0,52071.0,42,2248.999999999997,3546.0,328.9991703033311
2017-06-20,51383.0,49551.0,40,-524.9999999999975,377.0,-196.00082969666641
2017-06-21,53820.0,52360.0,38,3186.0000000000014,0.0,2989.9991703033347
2017-06-22,54641.0,52075.0,40,0.9999999999993747,286.0,2990.9991703033343
2017-06-23,55429.00044250488,52544.99955749512,40,469.9995574951143,1136.0004425048828,3460.9987277984487
2017-06-26,51658.0,51094.0,36,-2586.9999999999973,0.0,873.9987277984515
2017-06-27,46607.0,45989.0,36,-5105.000000000001,0.0,-4231.001272201549
2017-06-28,49689.0,49065.0,36,3075.9999999999995,768.0,-1155.0012722015495
2017-06-29,44862.0,44168.0,34,-4129.0,0.0,-5284.001272201549
2017-06-30,42949.999938964844,42422.000061035156,34,-1745.9999389648424,263.9999389648437,-7030.001211166391
2017-07-03,42686.0,42686.0,32,0.0,0.0,-7030.001211166391
2017-07-05,40843.0,40843.0,32,-1843.0000000000014,0.0,-8873.001211166393
2017-07-06,38841.0,38841.0,32,-2002.0000000000002,0.0,-10875.001211166393
2017-07-07,40532.0,40532.0,32,1690.9999999999998,0.0,-9184.001211166393
2017-07-10,44969.0,42149.0,34,3027.0000000000005,1410.0,-6157.001211166393
2017-07-11,45472.0,42532.0,34,383.0000000000008,0.0,-5774.001211166392
2017-07-12,49272.0,45748.0,36,3502.9999999999995,287.0,-2271.0012111663923
2017-07-13,48402.0,44366.0,38,-1058.999999999999,323.0,-3330.0012111663914
2017-07-14,50783.0,46505.0,38,2138.9999999999986,1876.9999999999998,-1191.0012111663927
2017-07-17,53272.0,40862.0,38,333.99999999999955,4100.0,-857.0012111663932
2017-07-18,59121.0,41229.0,42,1175.9999999999993,2346.0,318.9987888336061
2017-07-19,62303.0,43977.0,40,524.9999999999987,4636.0,843.9987888336049
2017-07-20,78448.0,50388.0,44,41.000000000003126,17284.0,884.9987888336079
2017-07-21,78717.00016784668,49298.99983215332,44,-1089.0001678466792,18374.00016784668,-204.0013790130713
2017-07-24,63574.0,42784.0,44,2436.0,4058.0,2231.9986209869285
2017-07-25,59980.0,44694.0,44,3178.0000000000014,2275.0,5409.998620986929
2017-07-26,69784.0,51606.0,48,2681.9999999999995,24606.0,8091.998620986929
2017-07-27,54165.0,32057.0,44,-4033.0000000000005,0.0,4058.998620986929
2017-07-28,51047.00280380249,34726.99719619751,44,2669.9971961975107,4835.00280380249,6728.995817184439
2017-07-31,44723.0,37997.0,34,-1565.0,757.0,5163.995817184439
2017-08-01,43395.0,36643.0,32,-597.0000000000008,2805.0,4566.995817184438
2017-08-02,39302.0,33786.0,30,-51.999999999999034,0.0,4514.995817184439
2017-08-03,42751.0,37941.0,34,2399.999999999999,10556.0,6914.995817184438
2017-08-04,37208.00087738037,30677.99912261963,32,-1302.0008773803706,1830.000877380371,5612.994939804068
2017-08-07,36395.0,33355.0,28,846.9999999999995,0.0,6459.994939804068
2017-08-08,36277.0,33267.0,28,-87.99999999999949,0.0,6371.994939804069
2017-08-09,36522.0,33168.0,30,32.99999999999973,132.0,6404.994939804069
